STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
40;Kết nối tri thức;Câu lệnh lặp While;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Cấu trúc rẽ nhánh có các khối lệnh thực hiện lệnh ra sao?;Khối các câu lệnh chỉ được thực hiện tuy thuộc vào đỉều kiện nào đó là đúng hay sai.~Khối gồm các lệnh được thực hiện theo trình tự từ trên xuống dưới.~Khối này tương ứng với cấu trúc tuần tự trong chương trình và được thể hiện bằng các câu lệnh như: gán giá trị, nhập/xuất dữ liệu,...~Khối các câu lệnh được thực hiện lặp đi lặp lại tuỳ theo điều kiện nào đỏ vẫn còn đúng hay sai.;Khối các câu lệnh chỉ được thực hiện tuy thuộc vào đỉều kiện nào đó là đúng hay sai.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
41;Kết nối tri thức;Kiểu dữ liệu danh sách;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Lệnh xoá một phần tử của một danh sách A có chỉ số i là:;list.del(i).~del(i).~del A[i].~del[i].;del A[i].;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
42;Kết nối tri thức;Kiểu dữ liệu danh sách;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Để khai báo một danh sách rỗng ta dùng cú pháp sau:;< tên danh sách > ==[].~< tên danh sách > = 0.~< tên danh sách > = [].~< tên danh sách > = [0].;< tên danh sách > = [].;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
43;Kết nối tri thức;Một số lệnh làm việc với dữ liệu danh sách;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Số phát biểu đúng là 1) Sau khi thực hiện lệnh clear(), các phần tử trả về giá trị 0. 2) Lệnh remove trả về giá trị False nếu không có trong danh sách. 3) remove() có tác dụng xoá một phần tử có giá trị cho trước trong list. 4) Lệnh remove() có tác dụng xoá một phần tử ở vị trí cho trước.;1.~2.~0.~3.;1;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
44;Kết nối tri thức;Một số lệnh làm việc với dữ liệu danh sách;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Kết quả trả lại khi dùng toán tử in để kiểm tra một phần tử có nằm trong danh sách đã cho không là gì?;True hoặc False.~True hoặc false.~true hoặc false.~True và False.;True hoặc False.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
45;Kết nối tri thức;Xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Xâu “1234%^^%TFRESDRG” có độ dài bằng bao nhiêu?;16.~17.~18.~15.;16;F2~F3~F4;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Đọc hiểu được chương trình đơn giản~
46;Kết nối tri thức;Xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cho xâu s1=’abc’, xâu s2=’abc’. Khẳng định nào sau đây đúng;Xâu s2 lớn hơn xâu s1.~Xâu s1 bằng xâu s2.~Xâu s2 nhỏ hơn xâu s1.~Xâu s2 lớn hơn hoặc bằng xâu s1.;Xâu s1 bằng xâu s2.;F2~F3~F5;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Phát hiện và có thể sửa được lỗi của chương trình~
47;Kết nối tri thức;Xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;"Sau khi thực hiện lệnh sau, biến s sẽ có kết quả là s1 =""3986443"" s2 = """" for ch in s1: if int(ch) % 2 == 0: s2 = s2 + ch print(s2)";3986443.~8644.~39864.~443.;8644;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
48;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Điền đáp án đúng vào chỗ chấm (…) hoàn thành phát biểu đúng sau “Python có các … để xử lí xâu là … dùng để tách câu thành một danh sách và lệnh join() dùng để … các xâu thành một xâu”.;câu lệnh, split(), nối.~câu lệnh đặc biệt, split(), tách xâu.~câu lệnh đặc biệt, copy(), nối danh sách.~câu lệnh đặc biệt, split(), nối danh sách.;câu lệnh đặc biệt, split(), nối danh sách.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
49;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Muốn nối danh sách gồm các từ thành một xâu ta dùng lệnh nào?;Lệnh join().~Lệnh split().~Lệnh len().~Lệnh find().;Lệnh join().;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
50;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;"Kết quả của các câu lệnh sau là gì? s = ""12 34 56 ab cd de "" print(s. find("" "")) print(s.find(""12"")) print(s. find(""34""))";2, 0, 3.~2, 1, 3.~3, 5, 2.~1, 4, 5.;2, 0, 3.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
51;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chương trình sau cho ra kết quả là gì greeting = Good  time = Afternoon greeting = greeting + time + ! print(greeting);‘GoodAfternoon’.~‘GoodAfternoon!’.~Chương trình báo lỗi.~‘Good Afternoon !’.;‘Good Afternoon !’.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
52;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;"Kết quả của chương trình sau là gì? a = ""Hello""b = ""world""c = a + "" "" + bprint(c)";hello world.~Hello World.~Hello word.~Helloword.;Hello word;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
53;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;"Lệnh sau trả lại giá trị gì? ""Trường Sơn"".find(""Sơn"",8)";5.~6.~7.~-1.;-1;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học
54;Kết nối tri thức;Hàm trong Python ;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Kết quả của chương trình sau: def my_function(x): return 3 * x print(my_function(3)) print(my_function(5)) print(my_function(9));3, 5, 9.~9, 15, 27.~9, 5, 27.~Chương trình bị lỗi.;9, 15, 27.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
55;Kết nối tri thức;Hàm trong Python ;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;"Hàm sau có chức năng gì? def sum(a, b): print(""sum = "" + str(a + b))";Trả về tổng của hai số a và b được truyền vào.~Trả về hai giá trị a và b.~Tính tổng hai số a và b.~Tính tổng hai số a và b và hiển thị ra màn hình.;Tính tổng hai số a và b và hiển thị ra màn hình.;F3;Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này
56;Kết nối tri thức;Nghề phát triển phần mềm ;CHỦ ĐỀ G. HƯỚNG NGHIỆP VỚI TIN HỌC;Nhận biết;Nghề phát triển phần mềm có những yêu cầu nào về kĩ năng?;Có những kiến thức nhất định về toán học.~Có những kiến thức cấu trúc dữ liệu.~Có những kiến thức giải thuật.~Tất cả đều đúng.;Tất cả đều đúng.;G2~G3;Tự tìm kiếm và hiểu được thông tin hướng nghiệp (qua các chương trình đào tạo, thông báo tuyển dụng nhân lực,...) về một vài ngành nghề khác trong lĩnh vực tin học.~Giao lưu được với bạn bè qua các kênh truyền thông tin số để tham khảo và trao đổi ý kiến về những thông tin trên
57;Kết nối tri thức;Nghề phát triển phần mềm ;CHỦ ĐỀ G. HƯỚNG NGHIỆP VỚI TIN HỌC;Nhận biết;Kỹ sư phần mềm dùng để chỉ ai?;Những người sản xuất máy tính.~Những người sáng tạo ra các thiết bị thông minh.~Những người tổ chức làm phần mềm.~Cả A, B,;Những người tổ chức làm phần mềm.;G2~G3;Tự tìm kiếm và hiểu được thông tin hướng nghiệp (qua các chương trình đào tạo, thông báo tuyển dụng nhân lực,...) về một vài ngành nghề khác trong lĩnh vực tin học.~Giao lưu được với bạn bè qua các kênh truyền thông tin số để tham khảo và trao đổi ý kiến về những thông tin trên
58;Kết nối tri thức;Nghề phát triển phần mềm ;CHỦ ĐỀ G. HƯỚNG NGHIỆP VỚI TIN HỌC;Nhận biết;Đâu là lĩnh vực mà các công việc phát triển phần mềm có thể tham gia?;Lập trình ứng dụng.~Phát triển giao diện người dùng.~Lập trình ứng dụng và phát triển giao diện người dùng~Tất cả đều sai;Lập trình ứng dụng và phát triển giao diện người dùng;G2~G3;Tự tìm kiếm và hiểu được thông tin hướng nghiệp (qua các chương trình đào tạo, thông báo tuyển dụng nhân lực,...) về một vài ngành nghề khác trong lĩnh vực tin học.~Giao lưu được với bạn bè qua các kênh truyền thông tin số để tham khảo và trao đổi ý kiến về những thông tin trên
59;Kết nối tri thức;Nghề thiết kế đồ họa máy tính ;CHỦ ĐỀ G. HƯỚNG NGHIỆP VỚI TIN HỌC;Nhận biết;Các hình ảnh đồ họa không gồm thành phần nào?;Văn bản.~Các đường.~Các hình cơ bản.~Ứng dụng đồ họa.;Ứng dụng đồ họa;G1~G2~G3;"Trình bày được thông tin hướng nghiệp về nhóm nghề Thiết kế và Lập trình thông qua phân tích nghiệp vụ của một số nghề điển hình (Ví dụ: Thiết kế đồ hoạ, Thiết kế trò chơi máy tính, Lập trình viên, ...): 
       + Những nét sơ lược về công việc chính mà người làm nghề phải thực hiện. 
       + Yêu cầu thiết yếu về kiến thức và kĩ năng cần có để làm nghề. 
       + Ngành học có liên quan ở các bậc học tiếp theo. 
       + Nhu cầu nhân lực hiện tại và tương lai của nhóm nghề đó.~Tự tìm kiếm và hiểu được thông tin hướng nghiệp (qua các chương trình đào tạo, thông báo tuyển dụng nhân lực,...) về một vài ngành nghề khác trong lĩnh vực tin học.~Giao lưu được với bạn bè qua các kênh truyền thông tin số để tham khảo và trao đổi ý kiến về những thông tin trên~"
60;Kết nối tri thức;Nghề thiết kế đồ họa máy tính ;CHỦ ĐỀ G. HƯỚNG NGHIỆP VỚI TIN HỌC;Nhận biết;Thiết kế đồ họa là thao tác….;tạo ra các thành phần đồ họa.~lựa chọn các thành phần đồ họa.~sắp xếp các thành phần đồ họa.~Tất cả các ý trên.;Tất cả các ý trên.;G1~G2~G3;"Trình bày được thông tin hướng nghiệp về nhóm nghề Thiết kế và Lập trình thông qua phân tích nghiệp vụ của một số nghề điển hình (Ví dụ: Thiết kế đồ hoạ, Thiết kế trò chơi máy tính, Lập trình viên, ...): 
       + Những nét sơ lược về công việc chính mà người làm nghề phải thực hiện. 
       + Yêu cầu thiết yếu về kiến thức và kĩ năng cần có để làm nghề. 
       + Ngành học có liên quan ở các bậc học tiếp theo. 
       + Nhu cầu nhân lực hiện tại và tương lai của nhóm nghề đó.~Tự tìm kiếm và hiểu được thông tin hướng nghiệp (qua các chương trình đào tạo, thông báo tuyển dụng nhân lực,...) về một vài ngành nghề khác trong lĩnh vực tin học.~Giao lưu được với bạn bè qua các kênh truyền thông tin số để tham khảo và trao đổi ý kiến về những thông tin trên~"
